log_duration,log_src_bytes,log_dst_bytes
0.0,6.198478716492308,0.0
0.0,4.990432586778736,0.0
0.0,0.0,0.0
0.0,5.4510384535657,9.006263883379198
0.0,5.298317366548036,6.042632833682381
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.662960480135946,7.719573989259581
0.0,5.814130531825066,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.707110264748875,9.531626451841742
0.0,2.9444389791664403,0.0
0.0,5.455321115357702,6.424869023905388
0.0,5.840641657373398,7.072421900537371
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.537334267018537,9.384797753713336
8.631949428714426,4.997212273764115,4.663439094112067
0.0,0.0,0.0
6.230481447578482,6.082218910376446,9.576510097476705
0.0,0.0,0.0
0.0,5.429345628954441,8.793156870913819
0.0,5.375278407684165,9.259130536145614
0.0,5.488937726156687,7.244941546337007
0.0,2.1972245773362196,0.0
0.0,0.0,0.0
0.0,5.717027701406222,6.320768294250582
0.0,0.0,0.0
0.0,3.828641396489095,3.828641396489095
0.6931471805599453,4.663439094112067,4.997212273764115
0.0,3.784189633918261,3.784189633918261
0.0,0.0,0.0
0.0,5.783825182329737,7.741967899820685
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0986122886681098,7.3727463664043285,5.921578419643816
9.11085147347544,4.990432586778736,4.663439094112067
0.0,5.673323267171493,8.008698182988528
0.0,0.0,0.0
0.0,3.367295829986474,0.0
0.0,5.545177444479562,6.759255270663693
0.0,5.814130531825066,0.0
0.0,0.0,0.0
0.0,5.713732805509369,6.212606095751519
0.0,0.0,0.0
0.0,3.367295829986474,0.0
0.0,5.3981627015177525,7.243512974665482
0.0,3.784189633918261,4.248495242049359
0.0,3.8066624897703196,4.897839799950911
0.0,2.1972245773362196,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,3.784189633918261,3.784189633918261
0.0,6.464588303689961,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.739792912179234,7.9355873855892
0.0,0.0,0.0
0.0,6.546785410760524,5.811140992976701
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.402677381872279,7.965198290612176
0.0,0.0,0.0
0.0,5.204006687076795,0.0
0.0,3.7612001156935624,3.7612001156935624
0.0,0.0,0.0
0.0,2.5649493574615367,0.0
0.0,0.0,0.0
0.0,5.351858133476067,7.934155233536322
0.0,5.7745515455444085,8.64541048921699
0.0,0.0,0.0
0.0,5.799092654460526,8.289790583181643
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.1972245773362196,0.0
0.0,5.771441123130016,5.940171252720432
0.0,0.0,0.0
0.0,5.420534999272286,8.232971790593437
0.0,0.0,0.0
0.0,0.0,0.0
5.755742213586912,4.990432586778736,4.663439094112067
0.0,5.5134287461649825,7.256297239690681
0.0,5.869296913133774,7.302496423727326
0.0,3.8066624897703196,3.8066624897703196
0.0,0.0,0.0
0.0,0.0,0.0
1.0986122886681098,8.028129059431759,5.805134968916488
0.0,4.634728988229636,4.634728988229636
0.0,5.560681631015528,6.621405651764134
6.9874902470009905,4.997212273764115,4.663439094112067
0.0,0.0,0.0
0.0,0.0,5.872117789475416
0.0,5.736572297479192,5.726847747587197
0.0,0.0,0.0
0.0,5.631211781821365,8.885717651712119
0.0,3.367295829986474,0.0
0.0,5.749392985908253,6.635946555686647
0.0,5.393627546352362,7.10085190894405
0.0,5.5053315359323625,9.123256265069069
0.0,5.796057750765372,7.716015266642587
0.0,0.0,0.0
0.0,5.529429087511423,5.71042701737487
0.0,7.644919344958857,5.817111159963204
0.0,0.0,0.0
0.0,5.472270673671475,6.238324625039508
0.0,5.783825182329737,6.068425588244111
10.163965423497029,0.6931471805599453,0.0
0.0,0.0,0.0
0.0,4.663439094112067,4.983606621708336
0.0,5.389071729816501,6.882437470997847
0.0,5.786897381366708,7.882314918980268
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
5.484796933490655,5.796057750765372,5.62040086571715
0.0,0.0,0.0
0.0,2.302585092994046,4.9344739331306915
0.0,3.8501476017100584,3.8501476017100584
0.6931471805599453,6.984716320118266,5.814130531825066
0.0,3.828641396489095,4.941642422609304
3.295836866004329,5.6131281063880705,6.806829360392176
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.472270673671475,4.9344739331306915
0.0,5.420534999272286,7.213768308118642
0.0,0.0,0.0
0.0,0.0,0.0
0.0,4.997212273764115,0.0
0.0,5.572154032177765,6.919683849847411
0.0,6.940222469119639,0.0
0.0,0.0,0.0
0.0,5.568344503761097,9.037533407550814
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.68697535633982,7.450079569807499
0.0,5.402677381872279,6.889591308354466
0.0,5.652489180268651,9.245031611766112
0.0,0.0,0.0
0.0,5.736572297479192,9.68638819820623
0.0,5.814130531825066,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.3706380281276624,5.648974238161206
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,3.8501476017100584,4.3694478524670215
0.0,6.618738983517219,0.0
0.0,0.0,0.0
0.0,2.1972245773362196,0.0
0.0,0.0,0.0
0.0,5.799092654460526,9.040500592684284
0.0,2.302585092994046,0.0
0.0,3.8501476017100584,4.859812404361672
0.0,7.4770384723196965,0.0
0.0,0.0,0.0
9.106756055719613,0.6931471805599453,0.0
2.0794415416798357,2.1972245773362196,4.912654885736052
0.0,5.58724865840025,6.272877006546167
0.0,5.5053315359323625,0.0
0.0,5.69035945432406,6.144185634125646
0.0,0.0,0.0
0.0,5.43372200355424,8.82981174915805
0.0,6.940222469119639,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.6931471805599453,0.0
0.0,0.0,0.0
0.0,3.4339872044851463,0.0
0.6931471805599453,7.639642287858013,5.811140992976701
0.0,2.995732273553991,0.0
0.0,6.495265555937008,5.799092654460526
0.0,3.367295829986474,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,6.98100574072173,5.8998973535824915
0.0,5.4116460518550396,6.48768401848461
9.626415659196363,5.860786223465865,7.078341579557671
0.0,5.455321115357702,7.81237820598861
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.308267697401205,7.569927655242652
0.0,5.605802066295998,8.47261414801827
0.0,9.576163344811905,0.0
0.0,5.429345628954441,9.355738574665539
0.0,0.0,0.0
0.0,5.420534999272286,7.802209316247118
0.0,5.176149732573829,6.056784013228625
0.0,0.0,0.0
0.0,5.429345628954441,6.637258031284457
0.0,6.752270376141742,6.3561076606958915
0.0,6.851184927493743,5.802118375377063
0.0,6.86171134048073,5.7899601708972535
0.0,0.0,0.0
0.0,5.117993812416755,10.453370414555645
0.0,5.726847747587197,7.900636613018005
0.0,0.0,0.0
0.0,0.0,0.0
0.0,7.300472814267799,0.0
0.0,0.0,0.0
0.0,5.749392985908253,9.053686561930807
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.655991810819852,8.701013624333928
0.0,5.424950017481403,7.252762418053187
0.0,5.54907608489522,9.471550124096849
0.6931471805599453,8.227108234348146,6.1092475827643655
0.0,5.41610040220442,6.1092475827643655
0.0,0.0,0.0
1.6094379124341003,6.725033642166843,0.0
0.0,0.0,0.0
0.0,2.1972245773362196,0.0
0.0,5.308267697401205,5.135798437050262
0.0,5.655991810819852,5.720311776607412
0.0,0.0,0.0
0.0,8.912338567117548,0.0
0.0,5.293304824724492,9.463819123086465
3.044522437723423,7.745435610274381,5.796057750765372
0.0,5.805134968916488,6.862757913051401
0.0,4.189654742026425,0.0
0.0,3.367295829986474,0.0
0.0,3.828641396489095,4.356708826689592
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.302585092994046,4.962844630259907
0.0,5.648974238161206,6.816735880594968
0.0,5.402677381872279,7.489970898834801
0.0,2.9444389791664403,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.713732805509369,7.2305631534092925
0.0,0.0,0.0
0.0,2.1972245773362196,0.0
0.0,0.0,0.0
0.0,5.87493073085203,6.769641976852503
0.0,2.1972245773362196,0.0
2.9444389791664403,4.672828834461906,7.292337176173877
0.0,5.659482215759621,7.261225091971921
9.130864170474386,0.6931471805599453,0.0
0.0,0.0,0.0
0.0,6.940222469119639,0.0
0.0,5.1298987149230735,9.164505835632383
0.0,5.476463551931511,6.762729506931879
0.0,0.0,0.0
0.0,5.676753802268282,9.246672301223573
0.0,0.0,0.0
0.0,6.620073206530356,5.802118375377063
0.0,5.293304824724492,8.842893331055539
0.0,0.0,0.0
0.0,5.123963979403259,6.565264970035361
0.0,5.488937726156687,6.747586526829315
0.0,5.823045895483019,8.119993827725105
0.0,6.593044534142437,5.796057750765372
0.0,2.1972245773362196,0.0
0.0,0.0,0.0
0.0,5.407171771460119,7.302496423727326
0.0,0.0,0.0
0.0,0.0,0.0
0.0,3.8501476017100584,4.90527477843843
0.0,5.5093883366279774,7.908387159290043
0.0,5.407171771460119,6.648984550024776
0.0,0.0,0.0
0.0,0.0,0.0
6.016157159698354,5.634789603169249,9.169414205363537
0.0,5.424950017481403,6.480044561926653
0.0,5.703782474656201,6.104793232414985
0.0,0.0,0.0
0.0,2.5649493574615367,0.0
0.0,5.641907070938114,7.5766097669730375
0.0,0.0,0.0
0.0,3.7612001156935624,3.7612001156935624
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.575949103146316,6.118097198041348
10.50818595991096,0.6931471805599453,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.648974238161206,7.591357046698551
0.0,5.087596335232384,8.618123909994678
0.0,5.356586274672012,5.7745515455444085
0.0,5.308267697401205,7.43955930913332
0.0,2.1972245773362196,0.0
0.0,4.997212273764115,0.0
0.0,0.0,0.0
0.0,6.342121418721152,0.0
0.0,0.0,0.0
0.0,0.0,0.0
8.52595469708481,15.450893956351626,0.0
0.0,5.771441123130016,6.042632833682381
0.0,2.1972245773362196,0.0
0.0,0.0,0.0
0.0,5.3230099791384085,7.114769448366463
0.0,0.0,0.0
0.0,9.248599084093273,0.0
0.0,0.0,0.0
0.0,5.84354441703136,6.352629396319567
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.497168225293202,6.71174039505618
0.0,6.940222469119639,0.0
0.0,2.1972245773362196,0.0
0.0,0.0,0.0
0.0,4.663439094112067,4.990432586778736
0.0,0.0,0.0
0.6931471805599453,6.985641817639208,5.793013608384144
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,6.489204931325317,5.7899601708972535
0.0,0.0,0.0
0.0,5.652489180268651,6.641182169740591
0.0,5.568344503761097,9.6457525564523
0.0,5.762051382780177,5.755742213586912
0.0,3.5263605246161616,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,3.8066624897703196,4.2626798770413155
0.0,5.375278407684165,6.371611847231857
0.0,0.0,0.0
0.0,5.808142489980444,7.953318346560431
0.6931471805599453,6.88653164253051,5.814130531825066
0.0,5.6937321388027,8.643120748014027
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.3706380281276624,9.209039526243135
0.0,0.0,0.0
0.0,3.8918202981106265,3.8918202981106265
0.0,5.424950017481403,7.171656822768514
0.0,0.0,0.0
0.0,4.3694478524670215,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.68697535633982,8.1101268019411
0.0,0.0,0.0
0.0,5.3981627015177525,7.1308988302963465
0.0,0.0,0.0
0.0,5.2832037287379885,8.096512917501594
0.0,0.0,0.0
0.0,5.793013608384144,8.40804774415544
0.0,0.0,0.0
0.0,5.768320995793772,0.0
0.0,6.992096427415888,5.713732805509369
0.0,5.351858133476067,8.230843564198235
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.459585514144159,8.745602852402946
0.0,2.1972245773362196,0.0
0.0,10.906707991398342,9.025816391627028
0.0,5.472270673671475,7.2875606403097235
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.303304908059076,6.862757913051401
0.0,5.393627546352362,6.489204931325317
0.0,5.652489180268651,8.686429508661536
0.0,0.0,0.0
0.0,5.786897381366708,6.056784013228625
0.0,0.0,0.0
0.0,3.4339872044851463,0.0
0.0,5.817111159963204,8.974997713204976
0.0,3.6109179126442243,0.0
0.0,0.0,0.0
0.0,3.784189633918261,3.784189633918261
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.37989735354046,7.579167967396076
0.0,0.0,0.0
0.0,3.8066624897703196,4.3694478524670215
0.0,5.8522024797744745,9.001346243766392
0.6931471805599453,6.3473892096560105,5.638354669333745
0.0,5.393627546352362,9.77229627684378
0.0,4.990432586778736,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
10.354626864135467,0.6931471805599453,0.0
0.0,0.0,0.0
0.0,2.9444389791664403,0.0
0.0,0.0,1.6094379124341003
0.0,5.455321115357702,6.366470447731438
0.0,0.0,0.0
0.0,5.6240175061873385,0.0
0.0,3.8066624897703196,4.941642422609304
0.0,2.1972245773362196,0.0
8.96264794774056,7.511524648390866,11.909840794327428
0.0,5.303304908059076,6.639875833826536
0.0,3.8501476017100584,3.8501476017100584
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.37989735354046,8.572627898304338
0.0,0.0,0.0
0.0,5.459585514144159,6.905753276311464
0.0,5.3981627015177525,7.404887575616125
0.0,0.0,0.0
0.0,4.663439094112067,4.990432586778736
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.666426688112432,7.966239776559467
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.6931471805599453,0.0
0.0,3.367295829986474,0.0
0.0,5.634789603169249,6.20455776256869
0.0,6.940222469119639,0.0
0.0,5.262690188904886,0.0
2.0794415416798357,4.663439094112067,7.2456550675945355
0.0,0.0,0.0
2.3978952727983707,7.193685818395112,5.645446897643238
0.0,6.255750041753367,0.0
0.0,0.0,0.0
0.0,5.442417710521793,5.8944028342648505
0.0,3.8066624897703196,4.709530201312334
0.0,5.605802066295998,8.183955717304954
0.0,5.19295685089021,7.419979923661835
0.0,6.748759547491679,0.0
0.0,5.407171771460119,5.739792912179234
0.0,5.752572638825633,8.327967858305488
0.0,0.0,0.0
0.0,5.442417710521793,8.83651926920248
0.0,0.0,0.0
0.0,0.0,0.0
0.0,6.754604099487962,5.793013608384144
0.0,5.459585514144159,7.443078374348516
0.0,6.940222469119639,0.0
0.0,3.367295829986474,0.0
0.0,0.0,0.0
0.0,5.375278407684165,8.75904072752422
0.0,3.8501476017100584,3.8501476017100584
0.0,4.663439094112067,4.990432586778736
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.723585101952381,7.827240901752812
0.0,0.0,0.0
0.0,5.820082930352362,9.665737848832556
0.0,0.0,0.0
0.0,0.0,0.0
8.663023639627777,4.997212273764115,4.663439094112067
0.0,5.817111159963204,7.10085190894405
0.0,0.0,0.0
0.0,5.8289456176102075,5.488937726156687
0.0,5.762051382780177,8.085178748074537
0.0,0.0,0.0
0.0,10.906707991398342,9.025816391627028
0.0,0.0,0.0
0.0,3.7612001156935624,4.882801922586371
0.0,6.894670039433482,5.910796644040527
0.0,0.0,0.0
0.0,5.214935757608986,0.0
0.0,0.0,0.0
0.0,6.0063531596017325,10.076894491940509
0.0,0.0,0.0
0.0,6.666956792429207,5.793013608384144
0.0,5.556828061699537,8.3670677328386
0.0,0.0,0.0
0.0,2.1972245773362196,0.0
0.0,5.765191102784844,7.882314918980268
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.37989735354046,7.123672785204607
0.6931471805599453,0.0,0.0
0.0,5.676753802268282,5.771441123130016
0.0,5.41610040220442,6.304448802421981
0.0,0.0,0.0
0.0,0.0,0.0
6.297109319933935,2.8903717578961645,3.7612001156935624
0.0,0.0,0.0
0.0,3.4011973816621555,3.4011973816621555
0.0,4.663439094112067,4.997212273764115
0.0,3.4339872044851463,0.0
0.0,5.786897381366708,9.463819123086465
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.5649493574615367,0.0
0.0,5.3612921657094255,6.720220155135295
0.0,5.484796933490655,7.297091005160418
0.0,5.680172609017068,9.488502271043805
0.0,5.153291594497779,9.456731590010083
0.0,0.0,0.0
0.0,5.739792912179234,6.670766320845874
0.0,3.8066624897703196,4.859812404361672
0.0,4.983606621708336,0.0
0.6931471805599453,7.122059881629142,7.804659297056102
0.0,2.1972245773362196,0.0
0.0,3.828641396489095,3.828641396489095
0.0,0.0,0.0
1.0986122886681098,7.347299700743164,5.8944028342648505
1.6094379124341003,7.1770187659099,5.796057750765372
0.0,5.877735781779639,7.026426808699636
0.0,5.8998973535824915,8.841448244098858
0.0,5.805134968916488,6.655440350367647
0.0,3.4339872044851463,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.5134287461649825,8.928905412284868
0.0,5.707110264748875,7.518607216815252
0.0,0.0,0.0
0.0,5.87493073085203,7.6544432264701125
0.0,0.0,0.0
0.0,5.75890177387728,7.13966033596492
0.0,3.8066624897703196,4.919980925828125
3.4339872044851463,7.285506548522785,8.331586243630754
0.0,0.0,0.0
9.254931255304058,4.990432586778736,4.663439094112067
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.6931471805599453,0.0
0.0,0.0,0.0
0.0,0.0,0.0
9.242517103671403,4.990432586778736,4.663439094112067
0.0,0.0,0.0
0.0,9.532061486651386,7.995306620290822
0.0,0.0,0.0
0.0,6.815639990074331,5.786897381366708
0.0,0.0,0.0
0.0,5.638354669333745,8.11162807830774
0.0,0.0,0.0
0.0,0.0,0.0
0.0,3.7376696182833684,3.7376696182833684
0.0,2.3978952727983707,4.941642422609304
0.0,5.7430031878094825,6.192362489474872
0.0,5.641907070938114,7.465082736399547
0.0,5.697093486505405,7.1592919047975645
0.0,0.0,0.0
0.0,3.784189633918261,4.290459441148391
0.0,0.0,0.0
0.0,5.814130531825066,0.0
0.0,2.1972245773362196,0.0
0.0,5.375278407684165,9.148464968258095
0.0,0.0,0.0
0.0,0.0,0.0
0.0,6.248042874508429,1.6094379124341003
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.367295829986474,3.8066624897703196,3.8066624897703196
0.0,0.0,0.0
0.0,6.517671272912275,5.796057750765372
0.0,5.814130531825066,6.1224928095143865
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.3230099791384085,7.3758821482150125
0.0,6.255750041753367,0.0
0.0,0.0,0.0
0.0,5.262690188904886,5.71042701737487
0.0,2.9444389791664403,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.54907608489522,8.408939605975984
0.0,4.174387269895637,0.0
0.0,3.8501476017100584,4.919980925828125
0.0,0.0,0.0
0.0,5.3981627015177525,5.537334267018537
0.0,3.7376696182833684,4.770684624465665
0.0,5.517452896464707,7.746732907753622
0.0,7.1316985104669115,7.804659297056102
0.0,0.0,0.0
0.0,3.8066624897703196,4.2626798770413155
5.313205979041787,5.3471075307174685,7.509335266016592
0.0,8.681350777582521,0.0
0.0,2.1972245773362196,0.0
0.0,5.6240175061873385,7.477604243197589
0.0,5.44673737166631,7.742835955430749
0.0,0.0,0.0
0.0,5.746203190540153,6.0473721790462776
10.628278738430534,0.6931471805599453,0.0
0.0,0.0,0.0
0.0,3.4011973816621555,0.0
0.0,9.490997829490999,0.0
0.0,0.0,0.0
0.0,2.1972245773362196,5.4116460518550396
0.0,0.0,0.0
0.0,3.8066624897703196,4.382026634673881
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.783825182329737,9.273127360074948
0.0,0.0,0.0
0.0,2.9444389791664403,0.0
0.0,5.87493073085203,6.489204931325317
9.50962981746968,0.6931471805599453,0.0
0.0,0.0,0.0
